서울특별시 강남구 일원동,743,743,0,디에이치자이개포,8472,202208,25,150000
서울특별시 강남구 일원동,734,734,0,상록수,7454,202208,12,189000
서울특별시 강남구 일원동,614,614,0,현대4,8498,202208,22,200000
서울특별시 강남구 자곡동,619,619,0,엘에이치강남힐스테이트,8439,202208,11,112000
