시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 원주시 단구동,1478-4,1478,4,유승,84.4687,202208,2,"20,000",1,2003,강변로 119,,중개거래,강원 원주시
강원도 원주시 단구동,1478-4,1478,4,유승,84.4687,202208,20,"22,500",5,2003,강변로 119,,중개거래,강원 원주시
강원도 원주시 단구동,1478-4,1478,4,유승,84.4687,202208,25,"22,200",6,2003,강변로 119,,중개거래,강원 원주시
강원도 원주시 단구동,1478-4,1478,4,유승,84.4687,202208,27,"21,700",4,2003,강변로 119,,중개거래,강원 원주시
강원도 원주시 단구동,1702,1702,0,중앙하이츠아파트,84.9748,202208,6,"25,900",14,2008,단관공원길 111,,중개거래,강원 원주시
강원도 원주시 단구동,1702,1702,0,중앙하이츠아파트,84.9829,202208,8,"25,600",7,2008,단관공원길 111,,중개거래,강원 원주시
강원도 원주시 단구동,1702,1702,0,중앙하이츠아파트,84.9748,202208,12,"25,300",14,2008,단관공원길 111,,중개거래,강원 원주시
강원도 원주시 단구동,1702,1702,0,중앙하이츠아파트,84.9829,202208,16,"24,500",4,2008,단관공원길 111,,중개거래,강원 원주시
강원도 원주시 단구동,1589-2,1589,2,청솔1차(1589-2),58.65,202208,29,"11,000",5,2000,늘품로 6,,중개거래,강원 원주시
강원도 원주시 단구동,1588-4,1588,4,청솔2차,58.65,202208,19,"11,700",7,2000,단구로 408,,중개거래,강원 원주시
강원도 원주시 단구동,1588-4,1588,4,청솔2차,58.65,202208,19,"11,100",12,2000,단구로 408,,중개거래,강원 원주시
강원도 원주시 단구동,1588-4,1588,4,청솔2차,58.65,202208,19,"11,500",5,2000,단구로 408,,중개거래,강원 원주시
강원도 원주시 단구동,1679,1679,0,청솔3차,58.65,202208,1,"11,600",13,2000,단구로 406,,중개거래,강원 원주시
강원도 원주시 단구동,1679,1679,0,청솔3차,58.65,202208,11,"11,500",15,2000,단구로 406,,중개거래,강원 원주시
강원도 원주시 단구동,1679,1679,0,청솔3차,58.65,202208,19,"10,000",1,2000,단구로 406,,중개거래,강원 원주시
강원도 원주시 단구동,1684-1,1684,1,청솔4차,58.65,202208,1,"13,000",9,2001,단구로 416,,직거래,-
강원도 원주시 단구동,1684-1,1684,1,청솔4차,58.65,202208,3,"11,000",5,2001,단구로 416,,중개거래,강원 원주시
강원도 원주시 단구동,1684-1,1684,1,청솔4차,58.65,202208,18,"12,500",5,2001,단구로 416,,중개거래,강원 원주시
강원도 원주시 단구동,1684-1,1684,1,청솔4차,58.65,202208,23,"10,000",15,2001,단구로 416,,중개거래,강원 원주시
강원도 원주시 단구동,1517-3,1517,3,청솔7차,59.85,202208,24,"13,300",6,2002,남원로 494,,중개거래,강원 원주시
강원도 원주시 단구동,1517-3,1517,3,청솔7차,59.85,202208,26,"12,700",5,2002,남원로 494,,중개거래,강원 원주시
강원도 원주시 단구동,1517-3,1517,3,청솔7차,59.85,202208,30,"12,800",15,2002,남원로 494,,중개거래,강원 원주시
강원도 원주시 단구동,1517-2,1517,2,한일,59.91,202208,5,"18,500",15,1997,남원로 526,,직거래,-
강원도 원주시 단구동,1517-4,1517,4,현대1,59.84,202208,9,"15,150",5,1997,남원로 492,,중개거래,강원 원주시
강원도 원주시 단구동,1517-4,1517,4,현대1,59.84,202208,19,"16,900",7,1997,남원로 492,,중개거래,강원 원주시
강원도 원주시 단구동,1517-4,1517,4,현대1,59.84,202208,26,"17,000",9,1997,남원로 492,,중개거래,강원 원주시
강원도 원주시 단구동,1612,1612,0,현진에버빌,84.886,202208,28,"23,700",15,2001,나비허리길 22,,중개거래,강원 원주시
강원도 원주시 단구동,1588-1,1588,1,현진에버빌2,59.699,202208,11,"16,100",2,2002,늘품로 38,,중개거래,강원 원주시
강원도 원주시 명륜동,847-1,847,1,구곡청구1단지,101.6,202208,1,"24,000",13,1997,남원로469번길 81,,중개거래,강원 원주시
강원도 원주시 명륜동,847-3,847,3,구곡청구2단지,84.79,202208,4,"22,700",3,1997,남원로 441,,중개거래,강원 원주시
강원도 원주시 명륜동,376,376,0,단구1단지,46.68,202208,3,"15,700",4,1988,남원로527번길 61,,중개거래,강원 원주시
강원도 원주시 명륜동,376,376,0,단구1단지,39.63,202208,6,"14,000",2,1988,남원로527번길 61,,중개거래,강원 원주시
강원도 원주시 명륜동,376,376,0,단구1단지,39.63,202208,19,"13,000",3,1988,남원로527번길 61,,중개거래,강원 원주시
강원도 원주시 명륜동,376,376,0,단구1단지,47.01,202208,24,"15,300",4,1988,남원로527번길 61,,중개거래,강원 원주시
강원도 원주시 명륜동,376,376,0,단구1단지,39.63,202208,24,"12,700",4,1988,남원로527번길 61,,중개거래,강원 원주시
강원도 원주시 명륜동,376,376,0,단구1단지,32.43,202208,31,"11,200",4,1988,남원로527번길 61,,중개거래,강원 원주시
강원도 원주시 명륜동,124,124,0,대성현대,84.915,202208,24,"12,200",11,1991,향교길 53,,중개거래,강원 원주시
강원도 원주시 명륜동,847-4,847,4,동보노빌리티2,118.747,202208,8,"31,000",11,2002,시청로 267,,중개거래,강원 원주시
강원도 원주시 명륜동,848-1,848,1,동보렉스9차,145.76,202208,1,"33,000",9,1999,남원로469번길 82,,중개거래,강원 원주시
강원도 원주시 명륜동,848-1,848,1,동보렉스9차,145.76,202208,23,"24,000",1,1999,남원로469번길 82,,중개거래,강원 원주시
강원도 원주시 명륜동,147-1,147,1,동성,59.24,202208,10,"11,300",10,1992,무실로55번길 65,,중개거래,강원 원주시
강원도 원주시 명륜동,147-1,147,1,동성,59.24,202208,26,"11,400",12,1992,무실로55번길 65,,중개거래,강원 원주시
강원도 원주시 명륜동,549,549,0,명륜은행,48.83,202208,22,"10,000",4,1991,남원로527번길 35,,중개거래,강원 원주시
강원도 원주시 명륜동,802,802,0,성원,75.06,202208,12,"17,200",6,2000,무실로 155,,중개거래,강원 원주시
강원도 원주시 명륜동,802,802,0,성원,84.93,202208,18,"23,600",15,2000,무실로 155,,중개거래,강원 원주시
강원도 원주시 명륜동,802,802,0,성원,84.93,202208,26,"21,000",6,2000,무실로 155,,중개거래,강원 원주시
강원도 원주시 명륜동,774,774,0,영진3,84.51,202208,22,"15,800",7,1994,서원대로 306,,직거래,-
강원도 원주시 명륜동,26,26,0,치악맨숀,63.169,202208,8,"5,850",3,1983,치악로 1803,,중개거래,강원 원주시
강원도 원주시 명륜동,765,765,0,한솔솔파크,84.917,202208,2,"20,000",12,2006,한지공원길 102,,직거래,-
강원도 원주시 명륜동,765,765,0,한솔솔파크,84.487,202208,13,"32,000",8,2006,한지공원길 102,,중개거래,강원 원주시
강원도 원주시 명륜동,710,710,0,행운,41.3,202208,6,"9,000",11,1992,예술관길 32,,중개거래,강원 원주시
강원도 원주시 명륜동,710,710,0,행운,41.3,202208,6,"9,300",3,1992,예술관길 32,,중개거래,강원 원주시
강원도 원주시 명륜동,710,710,0,행운,38.64,202208,10,"7,000",1,1992,예술관길 32,,중개거래,강원 원주시
강원도 원주시 명륜동,710,710,0,행운,38.64,202208,12,"7,500",2,1992,예술관길 32,,중개거래,강원 원주시
강원도 원주시 명륜동,764,764,0,현대2차,84.945,202208,2,"16,500",8,1990,서원대로 308,,중개거래,강원 원주시
강원도 원주시 명륜동,764,764,0,현대2차,84.945,202208,21,"16,000",8,1990,서원대로 308,,중개거래,강원 원주시
강원도 원주시 명륜동,847-2,847,2,현진에버빌3차,85.107,202208,12,"25,800",8,2004,남원로 443,,중개거래,강원 원주시
강원도 원주시 명륜동,847-2,847,2,현진에버빌3차,85.107,202208,22,"23,000",12,2004,남원로 443,,중개거래,강원 원주시
강원도 원주시 무실동,1714,1714,0,무실e-편한세상,123.6972,202208,10,"50,000",3,2009,만대로 89,,직거래,-
강원도 원주시 무실동,1714,1714,0,무실e-편한세상,124.1326,202208,12,"53,500",14,2009,만대로 89,,중개거래,"강원 원주시, 경기 용인기흥구"
강원도 원주시 무실동,1714,1714,0,무실e-편한세상,101.4381,202208,16,"49,500",10,2009,만대로 89,,중개거래,강원 원주시
강원도 원주시 무실동,1868-6,1868,6,무실우미린,84.9919,202208,5,"49,000",5,2014,무실로 455,,중개거래,강원 원주시
강원도 원주시 무실동,1868-6,1868,6,무실우미린,84.9919,202208,9,"49,000",10,2014,무실로 455,,중개거래,강원 원주시
강원도 원주시 무실동,1868-6,1868,6,무실우미린,75.3028,202208,25,"42,300",6,2014,무실로 455,,중개거래,강원 원주시
강원도 원주시 무실동,1868-6,1868,6,무실우미린,75.3028,202208,26,"27,000",9,2014,무실로 455,,직거래,-
강원도 원주시 무실동,1645,1645,0,무실주공3단지,59.92,202208,12,"21,000",12,2003,시청로 92,,직거래,-
강원도 원주시 무실동,1645,1645,0,무실주공3단지,59.92,202208,12,"24,000",16,2003,시청로 92,,중개거래,강원 원주시
강원도 원주시 무실동,1644,1644,0,무실주공4단지,84.52,202208,8,"28,000",12,2001,시청로 88,,중개거래,강원 원주시
강원도 원주시 무실동,1644,1644,0,무실주공4단지,84.52,202208,8,"28,500",11,2001,시청로 88,,중개거래,강원 원주시
강원도 원주시 무실동,1640,1640,0,요진보네르카운티,117.13,202208,25,"36,500",20,2004,시청로 64,,중개거래,강원 원주시
강원도 원주시 무실동,1861-1,1861,1,원주시무실세영리첼1차,84.9704,202208,5,"43,000",5,2014,무실로 382,,중개거래,강원 원주시
강원도 원주시 무실동,1861-1,1861,1,원주시무실세영리첼1차,84.9616,202208,13,"46,500",6,2014,무실로 382,,중개거래,강원 원주시
강원도 원주시 문막읍 건등리,1741-1,1741,1,극동스타클래스,101.697,202208,10,"21,500",2,2008,건등로 67,,중개거래,강원 원주시
강원도 원주시 문막읍 건등리,1741-1,1741,1,극동스타클래스,84.868,202208,19,"19,100",5,2008,건등로 67,,중개거래,강원 원주시
강원도 원주시 문막읍 건등리,194-1,194,1,대보,56.6,202208,11,"4,200",3,1991,원문로 1613,,중개거래,강원 원주시
강원도 원주시 문막읍 건등리,194-1,194,1,대보,56.6,202208,17,"3,400",6,1991,원문로 1613,,중개거래,강원 원주시
강원도 원주시 문막읍 건등리,1697-1,1697,1,삼익,59.5,202208,30,"8,900",12,1997,건등로 27,,중개거래,강원 원주시
강원도 원주시 문막읍 건등리,1743,1743,0,서원주코아루아너스,131.553,202208,10,"29,000",5,2018,원문로 1700,,중개거래,강원 원주시
강원도 원주시 문막읍 건등리,1743,1743,0,서원주코아루아너스,84.694,202208,13,"22,600",1,2018,원문로 1700,,중개거래,강원 원주시
강원도 원주시 문막읍 건등리,1697-2,1697,2,신한,59.946,202208,1,"10,200",15,1997,건등로 41,,중개거래,강원 원주시
강원도 원주시 문막읍 건등리,1697-2,1697,2,신한,59.946,202208,4,"9,000",1,1997,건등로 41,,중개거래,강원 원주시
강원도 원주시 문막읍 건등리,1697-2,1697,2,신한,59.946,202208,14,"8,600",4,1997,건등로 41,,중개거래,강원 원주시
강원도 원주시 문막읍 동화리,1264-3,1264,3,동보렉스6차,59.7,202208,5,"4,000",12,1993,원문로 1578,,직거래,-
강원도 원주시 문막읍 동화리,1264-3,1264,3,동보렉스6차,59.7,202208,22,"6,500",15,1993,원문로 1578,,중개거래,강원 원주시
강원도 원주시 문막읍 동화리,1530-2,1530,2,문막이화,42.648,202208,3,"4,030",8,1994,동화초교길 31,,중개거래,강원 원주시
강원도 원주시 문막읍 동화리,1543,1543,0,문막현진,39.945,202208,2,"5,500",5,1997,왕건로 77,,중개거래,강원 원주시
강원도 원주시 문막읍 동화리,1543,1543,0,문막현진,59.58,202208,21,"7,300",14,1997,왕건로 77,,중개거래,강원 원주시
강원도 원주시 문막읍 동화리,1543,1543,0,문막현진,59.58,202208,26,"7,200",9,1997,왕건로 77,,중개거래,강원 원주시
강원도 원주시 문막읍 동화리,1534-1,1534,1,성우아파트,38.14,202208,8,"3,800",3,1992,왕건로 99,,직거래,-
강원도 원주시 문막읍 동화리,1690,1690,0,원주문막신원아침도시,118.882,202208,14,"18,500",2,2008,왕건로 20,,직거래,-
강원도 원주시 문막읍 반계리,1114-1,1114,1,남서울,59.79,202208,22,"5,000",4,1992,쪽섬길 4,,직거래,-
강원도 원주시 문막읍 포진리,300-10,300,10,남정,59.4,202208,5,"4,600",3,1993,문막시장3길 119,,중개거래,강원 원주시
강원도 원주시 반곡동,Jul.64,1964,7,반곡모아엘가,84.8201,202208,1,"36,000",9,2017,세계로 111,,중개거래,강원 원주시
강원도 원주시 반곡동,Jul.64,1964,7,반곡모아엘가,84.9294,202208,1,"38,000",19,2017,세계로 111,,중개거래,강원 원주시
강원도 원주시 반곡동,Jul.64,1964,7,반곡모아엘가,84.9294,202208,6,"39,500",8,2017,세계로 111,,중개거래,강원 원주시
강원도 원주시 반곡동,Jul.64,1964,7,반곡모아엘가,84.8201,202208,10,"35,500",4,2017,세계로 111,,중개거래,강원 원주시
강원도 원주시 반곡동,Jul.64,1964,7,반곡모아엘가,84.8201,202208,25,"35,800",6,2017,세계로 111,,중개거래,강원 원주시
강원도 원주시 반곡동,1800,1800,0,반곡벽산블루밍1차,147.232,202208,2,"37,000",1,2007,반곡길 48,,중개거래,강원 원주시
강원도 원주시 반곡동,1816-3,1816,3,반곡퍼스트힐,84.97,202208,20,"29,500",17,2014,혁신로 400,,중개거래,강원 원주시
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,101.6685,202208,1,"30,000",5,2008,늘품로 199,,직거래,-
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,117.4263,202208,15,"37,500",12,2008,늘품로 199,,중개거래,강원 원주시
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,84.9818,202208,16,"31,500",11,2008,늘품로 199,,중개거래,강원 원주시
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,101.6685,202208,24,"29,900",1,2008,늘품로 199,,중개거래,강원 원주시
강원도 원주시 반곡동,1805,1805,0,원주반곡아이파크,84.9818,202208,25,"32,300",12,2008,늘품로 199,,중개거래,강원 원주시
강원도 원주시 반곡동,2069,2069,0,이편한세상반곡,84.9792,202208,6,"38,200",7,2018,오리현길 62,,중개거래,강원 원주시
강원도 원주시 반곡동,2069,2069,0,이편한세상반곡,59.8407,202208,7,"25,500",2,2018,오리현길 62,,중개거래,강원 원주시
강원도 원주시 반곡동,May.47,2047,5,중흥에스-클래스프라디움,84.9937,202208,2,"40,000",5,2016,배울로 24,,중개거래,강원 원주시
강원도 원주시 반곡동,May.47,2047,5,중흥에스-클래스프라디움,84.9937,202208,2,"50,000",4,2016,배울로 24,,중개거래,강원 원주시
강원도 원주시 반곡동,May.47,2047,5,중흥에스-클래스프라디움,84.9937,202208,10,"42,500",13,2016,배울로 24,,중개거래,강원 원주시
강원도 원주시 반곡동,May.47,2047,5,중흥에스-클래스프라디움,84.9937,202208,12,"41,000",4,2016,배울로 24,,중개거래,강원 원주시
강원도 원주시 반곡동,May.47,2047,5,중흥에스-클래스프라디움,84.9937,202208,13,"41,900",10,2016,배울로 24,,중개거래,강원 원주시
강원도 원주시 반곡동,1812-1,1812,1,중흥에스클래스,115.8623,202208,17,"59,000",17,2019,혁신로 405,,중개거래,강원 원주시
강원도 원주시 반곡동,1812-1,1812,1,중흥에스클래스,105.8675,202208,23,"55,000",16,2019,혁신로 405,,중개거래,강원 원주시
강원도 원주시 반곡동,1812-1,1812,1,중흥에스클래스,115.8623,202208,25,"58,500",14,2019,혁신로 405,,중개거래,강원 원주시
강원도 원주시 반곡동,Apr.42,2042,4,푸른숨 휴브레스,84.93,202208,12,"35,900",8,2013,혁신로 92,,중개거래,강원 원주시
강원도 원주시 반곡동,1894-2,1894,2,힐데스하임5단지,84.9593,202208,7,"48,800",15,2015,혁신로 91,,중개거래,강원 원주시
강원도 원주시 반곡동,1894-2,1894,2,힐데스하임5단지,84.9671,202208,13,"41,300",15,2015,혁신로 91,,중개거래,강원 원주시
강원도 원주시 반곡동,1894-2,1894,2,힐데스하임5단지,84.9671,202208,15,"41,200",13,2015,혁신로 91,,중개거래,강원 원주시
강원도 원주시 반곡동,1894-2,1894,2,힐데스하임5단지,84.9671,202208,20,"41,000",13,2015,혁신로 91,,중개거래,강원 원주시
강원도 원주시 반곡동,1894-2,1894,2,힐데스하임5단지,84.9593,202208,21,"41,700",1,2015,혁신로 91,,중개거래,강원 원주시
강원도 원주시 봉산동,1201-2,1201,2,동신,84.48,202208,24,"16,900",2,1998,행구로 102,,중개거래,강원 원주시
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,202208,4,"14,000",10,1995,행구로 84,,중개거래,강원 원주시
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,202208,4,"11,500",1,1995,행구로 84,,중개거래,강원 원주시
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,202208,10,"12,700",3,1995,행구로 84,,중개거래,강원 원주시
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,202208,24,"15,500",4,1995,행구로 84,,중개거래,강원 원주시
강원도 원주시 봉산동,1201,1201,0,삼익,59.99,202208,30,"16,000",9,1995,행구로 84,,중개거래,강원 원주시
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,84.516,202208,12,"19,000",2,2004,치악로 1883,,중개거래,강원 원주시
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,84.516,202208,24,"24,000",13,2004,치악로 1883,,중개거래,강원 원주시
강원도 원주시 봉산동,1203-1,1203,1,아포리배말타운,84.516,202208,24,"24,000",6,2004,치악로 1883,,중개거래,강원 원주시
강원도 원주시 봉산동,1182,1182,0,현대,59.951,202208,18,"9,600",10,1993,봉산로 82,,중개거래,강원 원주시
강원도 원주시 소초면 장양리,1293-37,1293,37,백운,56.9,202208,16,"2,700",1,1994,장막1길 62,,직거래,-
강원도 원주시 소초면 장양리,816,816,0,영진1차,59.88,202208,17,"6,200",8,1992,장막2길 12,,중개거래,강원 원주시
강원도 원주시 소초면 장양리,816-2,816,2,영진4차,37.12,202208,3,"3,000",10,2006,장막2길 10,,중개거래,강원 원주시
강원도 원주시 소초면 장양리,816-2,816,2,영진4차,59.86,202208,29,"5,400",12,2006,장막2길 10,,중개거래,강원 원주시
강원도 원주시 우산동,157,157,0,덕원,57.84,202208,6,"8,000",3,1992,원문로100번길 90,,중개거래,강원 원주시
강원도 원주시 우산동,157,157,0,덕원,57.84,202208,6,"8,000",5,1992,원문로100번길 90,,중개거래,강원 원주시
강원도 원주시 우산동,157,157,0,덕원,57.84,202208,23,"8,200",10,1992,원문로100번길 90,,중개거래,강원 원주시
강원도 원주시 우산동,333-48,333,48,동보렉스2,55.335,202208,26,"6,000",1,1989,우산공단길 25,,중개거래,강원 원주시
강원도 원주시 우산동,333-48,333,48,동보렉스2,43.955,202208,27,"5,000",4,1989,우산공단길 25,,중개거래,강원 원주시
강원도 원주시 우산동,821,821,0,원주신일유토빌,59.727,202208,1,"17,800",17,2012,우산공단길 23,,중개거래,강원 원주시
강원도 원주시 우산동,821,821,0,원주신일유토빌,59.727,202208,1,"18,400",10,2012,우산공단길 23,,중개거래,강원 원주시
강원도 원주시 우산동,821,821,0,원주신일유토빌,84.79,202208,3,"24,800",15,2012,우산공단길 23,,중개거래,강원 원주시
강원도 원주시 우산동,821,821,0,원주신일유토빌,59.727,202208,4,"18,700",13,2012,우산공단길 23,,중개거래,강원 원주시
강원도 원주시 우산동,821,821,0,원주신일유토빌,84.79,202208,20,"24,700",17,2012,우산공단길 23,,중개거래,강원 원주시
강원도 원주시 우산동,821,821,0,원주신일유토빌,84.79,202208,26,"22,000",16,2012,우산공단길 23,,중개거래,강원 원주시
강원도 원주시 원동,295,295,0,원동주공2,51.02,202208,19,"17,900",4,1989,무실로 121,,중개거래,강원 원주시
강원도 원주시 원동,295,295,0,원동주공2,59.12,202208,31,"20,800",3,1989,무실로 121,,중개거래,강원 원주시
강원도 원주시 원동,113-1,113,1,원동진로,72.86,202208,22,"13,000",13,1999,남산로48번길 26,,중개거래,강원 원주시
강원도 원주시 원동,274-4,274,4,원동현진,59.4,202208,12,"9,700",2,1996,무실로47번길 34,,중개거래,강원 원주시
강원도 원주시 원동,274-4,274,4,원동현진,74.43,202208,23,"11,000",20,1996,무실로47번길 34,,중개거래,강원 원주시
강원도 원주시 일산동,365,365,0,두진하트리움시티,84.9259,202208,31,"36,000",38,2019,천사로 189,,중개거래,강원 원주시
강원도 원주시 일산동,333-3,333,3,우보삼성,101.12,202208,24,"17,500",5,1993,남산로 103,,중개거래,강원 원주시
강원도 원주시 일산동,247-162,247,162,일산국제,84.9,202208,6,"12,300",1,2001,남산로 141,,중개거래,강원 원주시
강원도 원주시 일산동,247-162,247,162,일산국제,59.91,202208,26,"9,100",1,2001,남산로 141,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1453,1453,0,EG-the1아파트,84.9822,202208,3,"33,000",17,2019,신지정로 325,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1453,1453,0,EG-the1아파트,59.9473,202208,7,"25,250",25,2019,신지정로 325,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1453,1453,0,EG-the1아파트,84.9822,202208,10,"36,000",15,2019,신지정로 325,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1525,1525,0,원주기업도시8단지호반베르디움,84.9622,202208,6,"37,500",27,2018,가곡로 120,20220831,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1525,1525,0,원주기업도시8단지호반베르디움,84.9622,202208,7,"37,500",27,2018,가곡로 120,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1525,1525,0,원주기업도시8단지호반베르디움,59.9469,202208,19,"25,000",5,2018,가곡로 120,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1493,1493,0,원주기업도시라온프라이빗,59.7836,202208,9,"24,500",15,2018,가곡로 132,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1493,1493,0,원주기업도시라온프라이빗,84.6962,202208,10,"34,800",19,2018,가곡로 132,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1476,1476,0,원주기업도시유보라아이비파크1단지(1-2블록),59.9833,202208,13,"30,000",11,2019,조엄로 393,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1512,1512,0,원주롯데캐슬골드파크1차(5단지),84.9644,202208,8,"50,000",6,2019,신지정로 250,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1537,1537,0,원주롯데캐슬더퍼스트1차,59.9996,202208,6,"27,000",27,2018,가곡로 50,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1537,1537,0,원주롯데캐슬더퍼스트1차,59.9996,202208,16,"25,500",1,2018,가곡로 50,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1468,1468,0,이지더원더그레이스아파트,59.8886,202208,11,"28,000",13,2020,신지정로 255,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1468,1468,0,이지더원더그레이스아파트,84.9709,202208,11,"36,000",13,2020,신지정로 255,,중개거래,강원 원주시
강원도 원주시 지정면 가곡리,1461,1461,0,호반베르디움더힐,84.9035,202208,21,"38,000",9,2019,신지정로 295,,중개거래,강원 원주시
강원도 원주시 태장동,2731,2731,0,e편한세상원주태장,74.9949,202208,8,"26,000",9,2018,현충로232번길 42,,중개거래,강원 원주시
강원도 원주시 태장동,2731,2731,0,e편한세상원주태장,59.9846,202208,20,"24,900",16,2018,현충로232번길 42,,중개거래,강원 원주시
강원도 원주시 태장동,2731,2731,0,e편한세상원주태장,59.9574,202208,22,"24,700",6,2018,현충로232번길 42,,중개거래,강원 원주시
강원도 원주시 태장동,580,580,0,금광포란재1단지,59.9835,202208,3,"14,750",8,2006,포란재로 36,,중개거래,강원 원주시
강원도 원주시 태장동,580,580,0,금광포란재1단지,84.961,202208,16,"17,000",1,2006,포란재로 36,,중개거래,강원 원주시
강원도 원주시 태장동,580,580,0,금광포란재1단지,84.961,202208,17,"18,000",2,2006,포란재로 36,,중개거래,강원 원주시
강원도 원주시 태장동,580,580,0,금광포란재1단지,59.9835,202208,23,"13,100",1,2006,포란재로 36,,중개거래,강원 원주시
강원도 원주시 태장동,1720-48,1720,48,뉴스테이아파트,60,202208,22,"7,100",5,2014,태장공단길 54-14,,직거래,-
강원도 원주시 태장동,1040-8,1040,8,대흥2,59.94,202208,2,"8,000",1,1995,흥양로 30,,직거래,-
강원도 원주시 태장동,1040-8,1040,8,대흥2,59.94,202208,12,"7,300",1,1995,흥양로 30,,중개거래,강원 원주시
강원도 원주시 태장동,1040-8,1040,8,대흥2,59.94,202208,13,"8,000",3,1995,흥양로 30,,중개거래,강원 원주시
강원도 원주시 태장동,1040-8,1040,8,대흥2,59.94,202208,30,"9,000",7,1995,흥양로 30,,중개거래,강원 원주시
강원도 원주시 태장동,546,546,0,두진백로,28.14,202208,4,"3,850",14,1999,흥양로 64,,중개거래,강원 원주시
강원도 원주시 태장동,546,546,0,두진백로,28.14,202208,10,"4,000",15,1999,흥양로 64,,중개거래,강원 원주시
강원도 원주시 태장동,1836,1836,0,백운3차,49.29,202208,21,"6,200",7,2000,태장공단길 10,,중개거래,강원 원주시
강원도 원주시 태장동,891-1,891,1,영진2,59.94,202208,2,"7,800",18,1993,현충로 155,,중개거래,강원 원주시
강원도 원주시 태장동,2717,2717,0,요진보네르카운티2차,75.02,202208,2,"20,300",11,2007,현충로 295,,중개거래,강원 원주시
강원도 원주시 태장동,2717,2717,0,요진보네르카운티2차,75.02,202208,17,"19,300",6,2007,현충로 295,,중개거래,강원 원주시
강원도 원주시 태장동,2793,2793,0,이안원주태장,75.95,202208,18,"25,500",12,2019,흥양로51번길 40,,중개거래,강원 원주시
강원도 원주시 태장동,548,548,0,정암,41.31,202208,3,"4,400",1,1988,흥양로 98,,중개거래,강원 원주시
강원도 원주시 태장동,548,548,0,정암,46.44,202208,25,"3,200",5,1988,흥양로 98,,중개거래,강원 원주시
강원도 원주시 태장동,128-1,128,1,태장동보렉스(7차),84.81,202208,17,"13,100",4,1995,치악로 2035,,중개거래,강원 원주시
강원도 원주시 태장동,128-1,128,1,태장동보렉스(8차),59.88,202208,3,"11,000",9,1997,치악로 2033,,중개거래,강원 원주시
강원도 원주시 태장동,129,129,0,태장동성호아파트,59.94,202208,1,"8,500",3,1998,치악로 2047,,직거래,-
강원도 원주시 태장동,129,129,0,태장동성호아파트,59.815,202208,7,"9,100",9,1998,치악로 2047,,중개거래,강원 원주시
강원도 원주시 태장동,129,129,0,태장동성호아파트,49.995,202208,22,"7,900",3,1998,치악로 2047,,중개거래,강원 원주시
강원도 원주시 태장동,129,129,0,태장동성호아파트,59.815,202208,23,"11,100",2,1998,치악로 2047,,중개거래,강원 원주시
강원도 원주시 태장동,129,129,0,태장동성호아파트,49.995,202208,24,"8,800",10,1998,치악로 2047,,중개거래,강원 원주시
강원도 원주시 태장동,129,129,0,태장동성호아파트,49.995,202208,30,"5,000",10,1998,치악로 2047,,직거래,-
강원도 원주시 태장동,2705,2705,0,태장주공1단지,84.73,202208,11,"15,000",13,1997,흥양로51번길 22,,중개거래,강원 원주시
강원도 원주시 태장동,2708,2708,0,태장주공2,59.67,202208,3,"11,000",1,1997,흥양로51번길 18,,중개거래,강원 원주시
강원도 원주시 태장동,2708,2708,0,태장주공2,59.67,202208,20,"11,200",1,1997,흥양로51번길 18,,중개거래,강원 원주시
강원도 원주시 태장동,2708,2708,0,태장주공2,39.44,202208,26,"7,000",12,1997,흥양로51번길 18,,중개거래,강원 원주시
강원도 원주시 태장동,2708,2708,0,태장주공3,39.44,202208,6,"7,500",9,1997,흥양로51번길 16,,중개거래,강원 원주시
강원도 원주시 태장동,2708,2708,0,태장주공3,49.61,202208,6,"8,400",9,1997,흥양로51번길 16,,중개거래,강원 원주시
