시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 속초시 교동,781-1,781,1,동부,60,202208,9,"14,500",17,1997,미시령로3359번길 15,,중개거래,강원 속초시
강원도 속초시 교동,800-14,800,14,럭키,72.465,202208,9,"22,000",3,1986,만리공원길 6,,중개거래,강원 속초시
강원도 속초시 교동,800-14,800,14,럭키,64.365,202208,14,"20,000",2,1986,만리공원길 6,,중개거래,강원 속초시
강원도 속초시 교동,800-14,800,14,럭키,64.365,202208,17,"20,000",2,1986,만리공원길 6,,중개거래,강원 속초시
강원도 속초시 교동,800-14,800,14,럭키,72.465,202208,24,"19,000",4,1986,만리공원길 6,,중개거래,"강원 속초시, 서울 강남구"
강원도 속초시 교동,800-14,800,14,럭키,64.365,202208,26,"18,300",5,1986,만리공원길 6,,중개거래,강원 속초시
강원도 속초시 교동,767-224,767,224,럭키설악1,84.93,202208,31,"17,500",10,1991,만천4길 1,,중개거래,강원 속초시
강원도 속초시 교동,1027,1027,0,명지미래힐,84.9295,202208,5,"27,000",3,2006,미시령로3337번길 20,,직거래,-
강원도 속초시 교동,1027,1027,0,명지미래힐,84.9295,202208,10,"28,900",10,2006,미시령로3337번길 20,,중개거래,강원 속초시
강원도 속초시 교동,1027,1027,0,명지미래힐,84.9295,202208,25,"29,000",12,2006,미시령로3337번길 20,,중개거래,강원 속초시
강원도 속초시 교동,924,924,0,삼호,39.906,202208,12,"7,500",3,1995,밤골3길 27,,중개거래,강원 속초시
강원도 속초시 교동,923,923,0,삼환,54.58,202208,16,"13,300",12,1994,밤골3길 39,,중개거래,강원 속초시
강원도 속초시 교동,923,923,0,삼환,54.58,202208,17,"14,000",9,1994,밤골3길 39,,중개거래,강원 속초시
강원도 속초시 교동,984,984,0,석미모닝파크,73.1,202208,23,"31,500",3,2005,수복로 12,,중개거래,강원 속초시
강원도 속초시 교동,984,984,0,석미모닝파크,73.1,202208,23,"32,000",3,2005,수복로 12,20220824,중개거래,강원 속초시
강원도 속초시 교동,619-33,619,33,설악현대,84.615,202208,9,"17,700",13,1992,미시령로3389번길 10,,중개거래,강원 속초시
강원도 속초시 교동,619-33,619,33,설악현대,71.137,202208,27,"18,400",14,1992,미시령로3389번길 10,,중개거래,강원 속초시
강원도 속초시 교동,658-42,658,42,속초교동블루핀,15.07,202208,25,"6,000",8,2019,교동로1길 17,,중개거래,강원 속초시
강원도 속초시 교동,1030,1030,0,속초교동시티프라디움,84.3403,202208,16,"36,400",6,2018,미시령로 3307,,중개거래,강원 속초시
강원도 속초시 교동,898,898,0,주공2,46.98,202208,4,"18,900",4,1990,번영로43번길 33,,중개거래,강원 속초시
강원도 속초시 교동,898,898,0,주공2,39.99,202208,13,"15,000",1,1990,번영로43번길 33,,중개거래,강원 속초시
강원도 속초시 교동,898,898,0,주공2,39.69,202208,21,"15,500",3,1990,번영로43번길 52,,중개거래,강원 속초시
강원도 속초시 교동,898,898,0,주공2,39.3,202208,29,"16,000",2,1990,번영로43번길 52,,중개거래,강원 속초시
강원도 속초시 교동,781-6,781,6,현대2,73.32,202208,8,"16,500",8,1992,미시령로3359번길 4,,중개거래,강원 속초시
강원도 속초시 교동,782,782,0,현대3,84.975,202208,12,"22,000",6,1998,미시령로3337번길 6-43,,중개거래,강원 속초시
강원도 속초시 교동,782,782,0,현대3,84.975,202208,18,"25,000",14,1998,미시령로3359번길 5,,중개거래,강원 속초시
강원도 속초시 교동,620,620,0,협성,28.07,202208,8,"5,600",7,1997,미시령로3359번길 42,,중개거래,강원 속초시
강원도 속초시 교동,620,620,0,협성,28.07,202208,22,"5,900",4,1997,미시령로3359번길 42,,중개거래,강원 속초시
강원도 속초시 금호동,629,629,0,보람레이크더하임,156.76,202208,16,"26,000",1,2008,영랑호반길 115-13,20220816,직거래,-
강원도 속초시 금호동,629,629,0,보람레이크더하임,156.76,202208,20,"59,000",12,2008,영랑호반길 115-13,,중개거래,강원 속초시
강원도 속초시 금호동,625,625,0,속초대명2,59.895,202208,18,"13,100",9,1992,번영로67번길 25,,중개거래,강원 속초시
강원도 속초시 영랑동,200,200,0,동현,84.96,202208,9,"24,500",11,1991,영랑로7길 13,,중개거래,강원 속초시
강원도 속초시 영랑동,157,157,0,양우비치타워맨션,84.495,202208,16,"12,000",7,1990,영랑로4길 10,,직거래,-
강원도 속초시 영랑동,157,157,0,양우비치타워맨션,59.985,202208,27,"17,000",5,1990,영랑로4길 10,,중개거래,강원 속초시
강원도 속초시 조양동,1568,1568,0,대광로제비앙,84.9739,202208,16,"30,000",17,2009,온정로1길 11-8,,중개거래,강원 속초시
강원도 속초시 조양동,587-1,587,1,대명,59.96,202208,20,"7,800",3,1989,청대마을길 10-3,,중개거래,강원 속초시
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202208,3,"18,000",5,1996,소평로 162,,중개거래,강원 속초시
강원도 속초시 조양동,1499,1499,0,부영3,133.835,202208,5,"34,800",8,1996,소평로 162,,중개거래,강원 속초시
강원도 속초시 조양동,1499,1499,0,부영3,133.835,202208,5,"34,800",14,1996,소평로 162,20220901,중개거래,강원 속초시
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202208,5,"19,800",8,1996,소평로 162,,중개거래,강원 속초시
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202208,15,"20,000",6,1996,소평로 162,,직거래,-
강원도 속초시 조양동,1499,1499,0,부영3,166.535,202208,19,"35,000",1,1996,소평로 162,,중개거래,강원 속초시
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202208,29,"16,000",1,1996,소평로 162,,직거래,-
강원도 속초시 조양동,1501,1501,0,부영5,50,202208,9,"15,000",8,1995,청대로204번길 40,,중개거래,강원 속초시
강원도 속초시 조양동,1501,1501,0,부영5,50,202208,18,"16,700",7,1995,청대로204번길 40,,중개거래,강원 속초시
강원도 속초시 조양동,1502,1502,0,부영6,50,202208,20,"15,500",11,1995,조양로 163,,중개거래,강원 속초시
강원도 속초시 조양동,1502,1502,0,부영6,40,202208,27,"11,500",9,1995,조양로 163,,중개거래,강원 속초시
강원도 속초시 조양동,1502,1502,0,부영6,50,202208,30,"16,500",7,1995,조양로 163,,중개거래,강원 속초시
강원도 속초시 조양동,1505,1505,0,부영9,60,202208,19,"16,400",5,1995,조양로142번길 13,,중개거래,강원 속초시
강원도 속초시 조양동,1505,1505,0,부영9,40,202208,24,"9,600",1,1995,조양로142번길 13,,중개거래,강원 속초시
강원도 속초시 조양동,1505,1505,0,부영9,50,202208,28,"15,500",13,1995,조양로142번길 13,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202208,2,"18,700",14,2001,청대로 22-7,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202208,7,"14,500",10,2001,청대로 22-7,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202208,8,"17,500",19,2001,청대로 8,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202208,10,"14,500",18,2001,청대로 22-7,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202208,12,"18,400",15,2001,청대로 8,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202208,16,"13,000",7,2001,청대로 22-7,,직거래,-
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202208,18,"13,800",16,2001,청대로 22-7,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202208,24,"17,300",4,2001,청대로 8,,중개거래,강원 속초시
강원도 속초시 조양동,415,415,0,속초2차IPARK,84.92,202208,5,"32,500",8,2022,청대마을길 60,,직거래,-
강원도 속초시 조양동,1459,1459,0,속초서희스타힐스더베이,84.91,202208,23,"39,500",11,2020,동해대로 3958,,중개거래,강원 속초시
강원도 속초시 조양동,1586,1586,0,속초자이,59.8966,202208,6,"38,000",12,2020,조양로 181,,중개거래,강원 속초시
강원도 속초시 조양동,1586,1586,0,속초자이,59.8966,202208,18,"40,000",17,2020,조양로 181,,중개거래,강원 속초시
강원도 속초시 조양동,1569,1569,0,속초조양양우내안애아파트,59.9588,202208,19,"27,800",3,2015,온정로1길 30,,중개거래,강원 속초시
강원도 속초시 조양동,1569,1569,0,속초조양양우내안애아파트,59.9956,202208,23,"23,800",1,2015,온정로1길 30,,중개거래,강원 속초시
강원도 속초시 조양동,1411-146,1411,146,속초조양코아루아리스타,21.4649,202208,16,"15,000",26,2021,동해대로 4008,,중개거래,강원 속초시
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202208,4,"20,000",11,1998,온정로 6,,중개거래,강원 속초시
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202208,6,"15,600",5,1998,온정로 6,,중개거래,강원 속초시
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202208,8,"16,400",1,1998,온정로 6,,중개거래,강원 속초시
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202208,8,"17,300",3,1998,온정로 6,,중개거래,강원 속초시
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202208,9,"19,000",13,1998,온정로 6,,중개거래,강원 속초시
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202208,12,"15,000",13,1998,온정로 6,,직거래,-
강원도 속초시 조양동,1585,1585,0,조양동휴먼빌아파트,84.288,202208,16,"29,000",10,2020,논산길 17,,직거래,-
강원도 속초시 조양동,1585,1585,0,조양동휴먼빌아파트,84.288,202208,16,"28,000",10,2020,논산길 17,,직거래,-
강원도 속초시 조양동,1585,1585,0,조양동휴먼빌아파트,84.288,202208,16,"28,000",10,2020,논산길 17,,직거래,-
강원도 속초시 조양동,1215-1,1215,1,조양주공2,39.74,202208,1,"11,200",5,1998,온정로 24,,중개거래,강원 속초시
강원도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,84.9,202208,8,"17,500",7,2010,박수근로313번길 17,,직거래,-
강원도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,77.12,202208,24,"16,900",4,2010,박수근로313번길 17,20220824,직거래,-
강원도 양양군 강현면 강선리,987,987,0,양양우미린디오션,84.98,202208,12,"38,000",8,2019,물치천로 70-9,,중개거래,"강원 속초시, 서울 동작구"
강원도 양양군 강현면 정암리,162-6,162,6,썬라이즈빌,38.6382,202208,13,"17,500",1,2004,정암1길 13-24,,중개거래,강원 속초시
강원도 양양군 강현면 정암리,162-6,162,6,썬라이즈빌,38.6382,202208,15,"15,000",1,2004,정암1길 13-24,,중개거래,강원 속초시
강원도 양양군 손양면 하왕도리,303,303,0,삼호,39.6,202208,3,"7,300",13,1998,손중로 211-8,,중개거래,강원 양양군
강원도 양양군 양양읍 거마리,1월 31일,31,1,설악실크벨리,25.45,202208,12,"3,500",4,1998,거마천로 300,,중개거래,강원 속초시
강원도 양양군 양양읍 거마리,1월 31일,31,1,설악실크벨리,25.45,202208,13,"3,250",6,1998,거마천로 300,,직거래,-
강원도 양양군 양양읍 구교리,105-1,105,1,로얄타워맨션,74.862,202208,9,"13,200",4,1991,구교언덕길 24-1,,중개거래,강원 양양군
강원도 양양군 양양읍 구교리,54,54,0,열방세이프,43.8284,202208,25,"9,800",5,2006,북문길 22-13,,중개거래,강원 양양군
강원도 양양군 양양읍 내곡리,262,262,0,이편한세상양양,60.3525,202208,17,"19,000",6,2018,한고개길 17-18,,직거래,-
강원도 양양군 양양읍 내곡리,263,263,0,한양수자인,78.0584,202208,5,"34,500",23,2020,한고개길 31-46,,중개거래,강원 양양군
강원도 양양군 양양읍 내곡리,263,263,0,한양수자인,78.0584,202208,8,"31,000",8,2020,한고개길 31-46,,중개거래,강원 양양군
강원도 양양군 양양읍 내곡리,263,263,0,한양수자인,76.8487,202208,18,"33,700",27,2020,한고개길 31-46,,중개거래,강원 양양군
강원도 양양군 양양읍 서문리,414,414,0,양양서문주공,51.85,202208,17,"16,300",8,2005,양양로 154-9,,중개거래,강원 양양군
강원도 양양군 양양읍 성내리,72,72,0,정아2,59.88,202208,22,"12,900",11,1995,북문길 39,,중개거래,강원 양양군
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,31.5408,202208,3,"5,750",2,2002,남대천로 99-14,,중개거래,강원 양양군
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,31.5408,202208,13,"5,700",1,2002,남대천로 99-14,,중개거래,강원 양양군
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,84.7407,202208,19,"15,000",3,2002,남대천로 99-14,,직거래,-
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,59.449,202208,23,"12,000",15,2002,남대천로 99-14,,중개거래,강원 양양군
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,59.449,202208,31,"12,000",14,2002,남대천로 99-14,,중개거래,강원 양양군
강원도 양양군 양양읍 청곡리,17,17,0,유화,41.57,202208,3,"7,300",5,1995,청곡길 12,,중개거래,강원 양양군
강원도 양양군 양양읍 청곡리,17,17,0,유화,41.57,202208,8,"7,550",4,1995,청곡길 12,,중개거래,강원 속초시
강원도 양양군 양양읍 청곡리,17,17,0,유화,49.97,202208,9,"7,800",2,1995,청곡길 12,,중개거래,강원 양양군
강원도 양양군 현남면 광진리,141,141,0,대목바다마을,38.88,202208,12,"11,500",1,1998,동해대로 611-7,,중개거래,강원 양양군
강원도 양양군 현남면 광진리,141,141,0,대목바다마을,38.88,202208,17,"10,900",7,1998,동해대로 611-7,,중개거래,강원 양양군
강원도 양양군 현남면 광진리,141,141,0,대목바다마을,38.88,202208,24,"11,700",6,1998,동해대로 611-7,,중개거래,강원 양양군
강원도 양양군 현북면 중광정리,176-1,176,1,심미,38.6106,202208,1,"15,700",9,2001,동해대로 1611-7,,중개거래,강원 속초시
강원도 양양군 현북면 중광정리,176-1,176,1,심미,48.3066,202208,8,"18,700",9,2001,동해대로 1611-7,,중개거래,강원 양양군
강원도 양양군 현북면 중광정리,176-1,176,1,심미,48.3066,202208,30,"20,000",10,2001,동해대로 1611-7,,중개거래,강원 속초시
강원도 영월군 영월읍 덕포리,505-11,505,11,금용,51.48,202208,3,"5,700",7,1994,중리1길 108,,중개거래,강원 영월군
강원도 영월군 영월읍 덕포리,505-11,505,11,금용,73.58,202208,17,"7,000",12,1994,중리1길 108,,직거래,-
강원도 영월군 영월읍 방절리,482-1,482,1,신아,39.9,202208,30,"3,550",5,1997,청령포로 213,,직거래,-
강원도 영월군 영월읍 방절리,482-1,482,1,신아,39.9,202208,31,"3,500",11,1997,청령포로 213,,직거래,-
강원도 영월군 영월읍 영흥리,850-3,850,3,J-클래식B동,59.42,202208,29,"7,135",3,2009,금강공원길 15,,직거래,-
강원도 영월군 영월읍 영흥리,850-3,850,3,J-클래식B동,59.5,202208,29,"6,693",5,2009,금강공원길 15,,직거래,-
강원도 영월군 영월읍 영흥리,850-3,850,3,J-클래식B동,59.5,202208,30,"7,450",7,2009,금강공원길 15,,직거래,-
강원도 영월군 영월읍 하송리,53,53,0,레스트힐,33.03,202208,10,"7,800",9,2013,제방안길 64,,직거래,-
강원도 영월군 영월읍 하송리,53,53,0,레스트힐,32.89,202208,18,"7,700",20,2013,제방안길 64,,직거래,-
강원도 영월군 영월읍 하송리,53,53,0,레스트힐,59.92,202208,20,"17,700",19,2013,제방안길 64,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,53,53,0,레스트힐,32.89,202208,27,"7,600",14,2013,제방안길 64,,직거래,-
강원도 영월군 영월읍 하송리,389,389,0,주공2,47.31,202208,3,"6,000",2,1992,하송로 103-4,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,389,389,0,주공2,39.99,202208,6,"5,100",1,1992,하송로 103-4,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,389,389,0,주공2,47.31,202208,30,"5,800",3,1992,하송로 103-4,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,189-2,189,2,하송주공1차,38.57,202208,16,"5,900",4,1983,중앙로 4,,중개거래,강원 영월군
강원도 원주시 개운동,441,441,0,개운한신휴플러스1차,84.98,202208,20,"29,500",13,2006,서원대로 389,,중개거래,강원 원주시
강원도 원주시 개운동,322,322,0,개운현대,35.1,202208,9,"6,000",17,1998,남원로606번길 2,,중개거래,강원 원주시
강원도 원주시 개운동,322,322,0,개운현대,84.974,202208,11,"17,400",10,1998,남원로606번길 2,,중개거래,강원 원주시
강원도 원주시 개운동,546-3,546,3,서초,46.915,202208,31,"6,500",1,1999,개운4길 75,,중개거래,강원 원주시
강원도 원주시 개운동,203-70,203,70,세경,47.07,202208,6,"7,050",4,1988,강변로 353,,중개거래,강원 원주시
강원도 원주시 개운동,1월 28일,28,1,원주힐스테이트,137.4292,202208,3,"36,000",12,2006,행구로 54,,중개거래,강원 원주시
강원도 원주시 개운동,328-1,328,1,원흥3단지,114.966,202208,7,"19,800",1,1993,치악로1735번길 56,,중개거래,강원 원주시
강원도 원주시 개운동,328-1,328,1,원흥3단지,59.9,202208,26,"9,800",10,1993,치악로1735번길 56,,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202208,4,"11,000",15,2001,시청로 524,,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202208,13,"10,800",1,2001,시청로 524,,중개거래,"강원 원주시, 강원 횡성군"
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202208,15,"12,700",9,2001,시청로 524,,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202208,17,"13,400",8,2001,시청로 524,,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202208,17,"13,400",8,2001,시청로 524,20220824,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202208,19,"11,500",13,2001,시청로 524,,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202208,20,"11,600",13,2001,시청로 524,,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202208,26,"12,300",5,2001,시청로 524,,중개거래,강원 원주시
강원도 원주시 관설동,1713-1,1713,1,청솔6차,59.85,202208,1,"11,900",2,2002,단관초교길 9,,중개거래,강원 원주시
강원도 원주시 관설동,1713-1,1713,1,청솔6차,59.85,202208,29,"11,700",1,2002,단관초교길 9,,중개거래,강원 원주시
강원도 원주시 관설동,1713-1,1713,1,청솔6차,59.85,202208,29,"11,700",1,2002,단관초교길 9,20220902,중개거래,강원 원주시
강원도 원주시 관설동,1713-1,1713,1,청솔6차,59.85,202208,30,"13,400",8,2002,단관초교길 9,,중개거래,강원 원주시
강원도 원주시 관설동,1713-1,1713,1,청솔6차,59.85,202208,30,"12,700",9,2002,단관초교길 9,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,1,"12,500",5,2002,나비허리길 188,,직거래,-
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,9,"14,500",8,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,10,"14,500",7,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,11,"12,800",9,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,16,"13,500",3,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,16,"12,800",6,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,16,"14,000",2,2002,나비허리길 188,,직거래,-
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,19,"13,500",3,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,19,"12,000",4,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,20,"12,000",1,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,20,"13,800",13,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,25,"13,500",14,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,28,"14,900",11,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202208,31,"14,600",11,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1774-4,1774,4,코아루,84.96,202208,2,"21,500",9,2005,시청로 496,,중개거래,강원 원주시
강원도 원주시 관설동,1774-4,1774,4,코아루,84.96,202208,8,"21,000",5,2005,시청로 496,,중개거래,강원 원주시
강원도 원주시 관설동,1774-4,1774,4,코아루,84.96,202208,9,"21,300",12,2005,시청로 496,,중개거래,강원 원주시
강원도 원주시 관설동,1774-4,1774,4,코아루,84.96,202208,11,"21,000",11,2005,시청로 496,,중개거래,강원 원주시
강원도 원주시 관설동,1774-4,1774,4,코아루,84.96,202208,19,"21,600",2,2005,시청로 496,,중개거래,강원 원주시
강원도 원주시 관설동,1774-2,1774,2,현진에버빌4차,84.976,202208,28,"22,250",5,2004,시청로 494,,중개거래,강원 원주시
강원도 원주시 단계동,807,807,0,단계롯데,84.91,202208,30,"17,500",5,1993,백간길 53,,중개거래,강원 원주시
강원도 원주시 단계동,806,806,0,단계은행,39.6,202208,10,"8,900",8,1994,원문로 175,,중개거래,강원 원주시
강원도 원주시 단계동,1166,1166,0,단계이안1단지,84.93,202208,26,"24,700",14,2007,모란1길 51,,중개거래,강원 원주시
강원도 원주시 단계동,111-47,111,47,동보렉스4,49.58,202208,3,"6,800",8,1991,원문로 160,,중개거래,강원 원주시
강원도 원주시 단계동,111-47,111,47,동보렉스4,59.355,202208,4,"11,000",5,1991,원문로 160,,중개거래,강원 원주시
강원도 원주시 단계동,111-47,111,47,동보렉스4,49.58,202208,22,"8,300",14,1991,원문로 160,,중개거래,강원 원주시
강원도 원주시 단계동,1095-1,1095,1,봉화산e-편한세상,84.98,202208,30,"30,800",11,2006,봉화로 67,,중개거래,강원 원주시
강원도 원주시 단계동,1215,1215,0,봉화산벨라시티,74.6711,202208,13,"30,000",3,2016,백간길 17,,중개거래,강원 원주시
강원도 원주시 단계동,807-1,807,1,세경3차,59.76,202208,16,"14,000",14,1996,백간길 63,,중개거래,강원 원주시
강원도 원주시 단계동,807-1,807,1,세경3차,59.76,202208,31,"13,000",3,1996,백간길 63,,중개거래,강원 원주시
강원도 원주시 단계동,1218,1218,0,원주봉화산벨라시티2차아파트,59.9933,202208,1,"32,700",9,2018,백간길 17-14,,중개거래,강원 원주시
강원도 원주시 단계동,1218,1218,0,원주봉화산벨라시티2차아파트,74.901,202208,13,"33,500",20,2018,백간길 17-14,,중개거래,강원 원주시
강원도 원주시 단계동,1218,1218,0,원주봉화산벨라시티2차아파트,84.9911,202208,24,"35,000",3,2018,백간길 17-14,,중개거래,강원 원주시
강원도 원주시 단계동,1184,1184,0,원주봉화산푸르지오,72.8686,202208,19,"33,000",10,2017,봉화서부로 11,,중개거래,강원 원주시
강원도 원주시 단계동,1184,1184,0,원주봉화산푸르지오,60.8496,202208,31,"29,500",14,2017,봉화서부로 11,,중개거래,강원 원주시
강원도 원주시 단계동,1084-2,1084,2,장미,59.67,202208,6,"13,800",5,1995,백간길 81,,중개거래,강원 원주시
강원도 원주시 단계동,880,880,0,코오롱,59.73,202208,4,"15,600",2,1994,로아노크로 15,,중개거래,강원 원주시
강원도 원주시 단계동,806-1,806,1,현진,84.74,202208,8,"19,500",11,1993,봉화로 122,,중개거래,강원 원주시
강원도 원주시 단구동,1461,1461,0,개운2차한신휴플러스,84.98,202208,4,"25,500",14,2006,서원대로 427,,중개거래,강원 원주시
강원도 원주시 단구동,1461,1461,0,개운2차한신휴플러스,84.98,202208,5,"25,500",4,2006,서원대로 427,,중개거래,강원 원주시
강원도 원주시 단구동,1461,1461,0,개운2차한신휴플러스,84.98,202208,27,"25,750",10,2006,서원대로 427,,중개거래,강원 원주시
강원도 원주시 단구동,1451,1451,0,단구동한신더휴,74.9321,202208,7,"32,800",8,2017,단구로 250,,중개거래,강원 원주시
강원도 원주시 단구동,1517-1,1517,1,대림,59.901,202208,26,"17,500",13,1997,남원로 524,,중개거래,강원 원주시
강원도 원주시 단구동,1517-1,1517,1,대림,59.903,202208,29,"17,400",3,1997,남원로 524,,중개거래,강원 원주시
강원도 원주시 단구동,1467,1467,0,대흥,57.48,202208,17,"8,000",1,1994,단구초교길 11,,중개거래,강원 원주시
강원도 원주시 단구동,1026-18,1026,18,동보렉스5,52.47,202208,28,"8,600",6,1991,남원로534번길 50,,중개거래,강원 원주시
강원도 원주시 단구동,1520,1520,0,두산,101.97,202208,23,"18,500",2,1997,남원로 496,,중개거래,강원 원주시
강원도 원주시 단구동,186-11,186,11,선아,74.235,202208,3,"7,500",1,1980,치악로 1650,,직거래,-
강원도 원주시 단구동,186-11,186,11,선아,74.235,202208,26,"8,950",3,1980,치악로 1650,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,38.685,202208,3,"8,000",2,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,38.685,202208,3,"8,300",8,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,55.585,202208,4,"11,000",7,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,59.55,202208,5,"14,900",7,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,59.55,202208,9,"13,500",3,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,59.55,202208,12,"14,000",10,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,38.685,202208,20,"8,300",9,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-3,1589,3,세경웰러스,84.7396,202208,2,"20,800",11,2005,단구로 424,,중개거래,강원 원주시
강원도 원주시 단구동,1589-3,1589,3,세경웰러스,84.7396,202208,12,"20,500",8,2005,단구로 424,,중개거래,강원 원주시
강원도 원주시 단구동,1589-3,1589,3,세경웰러스,84.7396,202208,15,"21,000",10,2005,단구로 424,,중개거래,강원 원주시
강원도 원주시 단구동,1589-3,1589,3,세경웰러스,84.7396,202208,31,"23,300",14,2005,단구로 424,,중개거래,강원 원주시
강원도 원주시 단구동,1604-1,1604,1,신성미소지움,84.656,202208,6,"25,000",5,2006,나비허리길 57,,중개거래,강원 원주시
강원도 원주시 단구동,1604-1,1604,1,신성미소지움,84.974,202208,10,"23,500",13,2006,나비허리길 57,,중개거래,강원 원주시
강원도 원주시 단구동,1721,1721,0,원주단구내안애카운티에듀파크1단지,84.9317,202208,17,"32,000",3,2020,오성마을길 63-1,,중개거래,강원 원주시
강원도 원주시 단구동,1721,1721,0,원주단구내안애카운티에듀파크1단지,84.9317,202208,21,"33,200",9,2020,오성마을길 63-1,,중개거래,강원 원주시
강원도 원주시 단구동,1711,1711,0,원주단구내안애카운티에듀파크2단지,84.9317,202208,24,"34,900",14,2020,오성마을길 63-1,,중개거래,강원 원주시
강원도 원주시 단구동,1711,1711,0,원주단구내안애카운티에듀파크2단지,84.8784,202208,24,"37,000",7,2020,오성마을길 63-1,,직거래,-
